title;budget;runtime;release_year;is_us_production;genre_Action;genre_Adventure;genre_Animation;genre_Comedy;genre_Crime;genre_Documentary;genre_Drama;genre_Family;genre_Fantasy;genre_Foreign;genre_History;genre_Horror;genre_Music;genre_Mystery;genre_Romance;genre_Science_Fiction;genre_TV_Movie;genre_Thriller;genre_War;genre_Western;popularity
Swimfan;8500000;84.0;2002.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4.844451
Employee of the Month;12000000;103.0;2006.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9.559737
Can't Hardly Wait;10000000;100.0;1998.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;11.350382
The Outsiders;10000000;91.0;1983.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13.455373
Pete's Dragon;65000000;102.0;2016.0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;31.974359
The Dead Zone;10000000;103.0;1983.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;16.78512
Sinister 2;10000000;97.0;2015.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26.090495
Sparkle;14000000;116.0;2012.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.698185
The Fourth Kind;10000000;98.0;2009.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;22.888173
A Prairie Home Companion;10000000;105.0;2006.0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5.025446
Rushmore;9000000;93.0;1998.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18.289303
Skyline;10000000;100.0;2010.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;26.268209
The Second Best Exotic Marigold Hotel;10000000;122.0;2015.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.592299
Mo' Better Blues;10000000;129.0;1990.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.079862
Tremors;11000000;96.0;1990.0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32.579697
Wrong Turn;12600000;84.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;33.555764
The Long Riders;10000000;99.0;1980.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2.959547
The Corruptor;25000000;110.0;1999.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4.068107
Mud;10000000;130.0;2013.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.663353
Reno 911!: Miami;10000000;84.0;2007.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.207456
One Direction: This Is Us;10000000;92.0;2013.0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7.944457
The Goods: Live Hard, Sell Hard;10000000;90.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.352702
My Week with Marilyn;6400000;99.0;2011.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.006078
The Matador;10000000;96.0;2005.0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5.647538
Love Jones;10000000;104.0;1997.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1.000178
The Gift;5000000;108.0;2015.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;27.247013
Get Over It;10000000;87.0;2001.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11.592129
Office Space;10000000;89.0;1999.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.366362
Drop Dead Gorgeous;10000000;98.0;1999.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.736274
Big Eyes;10000000;105.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28.570174
Very Bad Things;30000000;100.0;1998.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5.671691
Body Double;10000000;114.0;1984.0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;9.525626
MacGruber;10000000;90.0;2010.0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.038512
Movie 43;6000000;90.0;2013.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.350303
Over Her Dead Body;10000000;95.0;2008.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.067921
Seeking a Friend for the End of the World;10000000;101.0;2012.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;30.863082
American History X;20000000;119.0;1998.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;73.567232
Teacher's Pet;10000000;74.0;2004.0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1.374409
The Red Violin;18000000;131.0;1998.0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;6.18869
The Straight Story;10000000;112.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15.280261
Bad Words;9500000;88.0;2013.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.105392
Run, Fatboy, Run;10000000;100.0;2007.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14.905357
Heartbeeps;10000000;79.0;1981.0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0.518056
Black or White;9000000;121.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12.172131
Rescue Dawn;10000000;126.0;2006.0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;17.078656
Danny Collins;10000000;107.0;2015.0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;16.318608
Jeff, Who Lives at Home;10000000;83.0;2011.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10.409155
Romeo Is Bleeding;11500000;100.0;1993.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4.850402
The Limey;10000000;89.0;1999.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;8.902102
Crash;6500000;112.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28.223163
The House of Mirth;10000000;140.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.007816
Bucky Larson: Born to Be a Star;10000000;97.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.919057
The Forest;10000000;95.0;2016.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;19.865989
Sphinx;14000000;118.0;1981.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.310513
While We're Young;10000000;97.0;2015.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;19.263477
A Better Life;10000000;98.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.123533
Gun Shy;10000000;101.0;2000.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.988432
The Iceman;20000000;105.0;2012.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;19.494703
Cecil B. Demented;10000000;87.0;2000.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.176066
Killer Joe;10000000;102.0;2011.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;16.436178
The Joneses;10000000;96.0;2009.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.979375
My Blueberry Nights;10000000;111.0;2007.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;10.733761
Swept Away;10000000;89.0;2002.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4.570043
War, Inc.;5000000;106.0;2008.0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.265659
The Brown Bunny;10000000;93.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.412162
Coriolanus;7700000;123.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7.554799
Imaginary Heroes;10000000;111.0;2004.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.85283
World's Greatest Dad;10000000;99.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9.805551
Edmond;10000000;82.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2.803642
Cinco de Mayo: La Batalla;10000000;125.0;2013.0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0.072085
Elsa & Fred;10000000;104.0;2014.0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2.849895
An Alan Smithee Film: Burn, Hollywood, Burn;10000000;86.0;1998.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666218
The Good Guy;3200000;90.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.631688
Strangerland;10000000;111.0;2015.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5.145655
Janky Promoters;10000000;85.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.728816
Blonde Ambition;10000000;93.0;2007.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.064563
The Oxford Murders;14100000;107.0;2008.0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;9.318033
Beat the World;10000000;91.0;2011.0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.873796
Adam Resurrected;10000000;106.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.574014
Of Horses and Men;10;85.0;2013.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1.617943
The Devil's Tomb;10000000;90.0;2009.0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;5.099472
The Good, The Bad, The Weird;10000000;130.0;2008.0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11.847324
Nurse 3-D;10;99.0;2013.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;10.013629
Gunless;10000000;89.0;2010.0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.753703
Adventureland;9500000;107.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.978021
The Lost City;9600000;144.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.588529
Next Friday;11000000;98.0;2000.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.337388
American Heist;10000000;94.0;2014.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.431434
You Only Live Twice;9500000;117.0;1967.0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28.675891
Plastic;10;102.0;2014.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9.70276
Amour;8900000;127.0;2012.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;17.151293
Poltergeist III;10500000;98.0;1988.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;11.225044
Re-Kill;9500000;87.0;2015.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;5.346205
It's a Mad, Mad, Mad, Mad World;9400000;163.0;1963.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.562991
Volver;12899867;121.0;2006.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;19.747809
Heavy Metal;9300000;90.0;1981.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12.928269
Gentlemen Broncos;10000000;89.0;2009.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.193777
Into the Grizzly Maze;10000000;94.0;2015.0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;10.073144
Melancholia;7400000;136.0;2011.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;36.173598
Alien;11000000;117.0;1979.0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;94.184658
The Texas Chain Saw Massacre;85000;83.0;1974.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;29.262427
The Runaways;10000000;106.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;17.611971
Fiddler on the Roof;9000000;181.0;1971.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;7.623979
Thunderball;5500000;130.0;1965.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;31.036
Detention;10000000;93.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;10.424596
Loose Cannons;7000000;110.0;2010.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;7.720692
Set It Off;9000000;118.0;1996.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6.717994
The Best Man;9000000;120.0;1999.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.951041
Child's Play;9000000;87.0;1988.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;27.600843
Sicko;9000000;123.0;2007.0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.098952
The Purge: Anarchy;9000000;104.0;2014.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;82.975841
Down to You;9000000;91.0;2000.0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3.269459
Harold & Kumar Go to White Castle;9000000;88.0;2004.0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.514292
The Contender;9000000;126.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7.029126
Boiler Room;26000000;118.0;2000.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;11.233081
Trading Places;40600000;116.0;1983.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.022209
Black Christmas;9000000;84.0;2006.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4.134327
Henry V;9000000;137.0;1989.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;4.641006
The Way of the Gun;8500000;119.0;2000.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8.775844
Igby Goes Down;9000000;97.0;2002.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.062087
PCU;9000000;79.0;1994.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.738737
The Ice Pirates;9000000;91.0;1984.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.810697
Gracie;9000000;97.0;2007.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.365328
Trust the Man;9000000;103.0;2005.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5.2545
Glee: The Concert Movie;9000000;84.0;2011.0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;9.933926
Two Evil Eyes;9000000;120.0;1990.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.218383
Barbecue;6000000;98.0;2014.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.119593
All or Nothing;9000000;128.0;2002.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.872281
Princess Kaiulani;9000000;130.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.717811
Opal Dream;5000000;86.0;2006.0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1.458884
Flame & Citron;6500000;130.0;2008.0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;7.028946
Undiscovered;9000000;97.0;2005.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.009597
Veronika Decides to Die;9000000;103.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4.799022
Crocodile Dundee;5000000;97.0;1986.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.072466
The I Inside;8800000;90.0;2004.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3.789485
Beneath Hill 60;7347125;122.0;2010.0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;3.949796
Awake;86000000;84.0;2007.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;18.172736
Skin Trade;9000000;96.0;2014.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6.677926
The Lost Boys;8500000;97.0;1987.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;24.750909
Crazy Heart;7000000;112.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;17.697042
The Rose;9250000;125.0;1979.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;7.000949
Baggage Claim;8500000;96.0;2013.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.436405
Barbarella;9000000;98.0;1968.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14.171759
The Namesake;12000000;122.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.604863
The DUFF;8500000;100.0;2015.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;40.28709
Glitter;22000000;104.0;2001.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.809131
Silmido;8000000;135.0;2003.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2.60632
Bright Star;8500000;119.0;2009.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;9.230073
My Name Is Khan;12000000;145.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;14.719886
All Is Lost;9000000;106.0;2013.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28.540614
Limbo;8000000;126.0;1999.0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0.034259
The Wind That Shakes the Barley;6500000;124.0;2006.0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;6.787967
Yeh Jawaani Hai Deewani;7700000;159.0;2013.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.353176
Quo Vadis;8250000;171.0;1951.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;7.973109
Valley of the Wolves: Iraq;10000000;122.0;2006.0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.465762
Pulp Fiction;8000000;154.0;1994.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;121.463076
Nightcrawler;8500000;117.0;2014.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;89.095538
Club Dread;8500000;104.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.62082
The Sound of Music;8200000;174.0;1965.0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;37.960289
Splash;8000000;111.0;1984.0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;21.735068
Little Miss Sunshine;8000000;102.0;2006.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.793177
Stand by Me;8000000;89.0;1986.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;51.109279
28 Days Later;5000000;113.0;2002.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;45.490374
Escape from Alcatraz;8000000;111.0;1979.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26.356697
Brown Sugar;8000000;109.0;2002.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.501158
50/50;8000000;100.0;2011.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;33.372828
That Awkward Moment;8000000;94.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;37.821106
Much Ado About Nothing;8000000;111.0;1993.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;10.19377
On Her Majesty's Secret Service;6500000;142.0;1969.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25.289665
New Nightmare;14000000;112.0;1994.0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;14.730796
Drive Me Crazy;8000000;91.0;1999.0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;4.482714
Akeelah and the Bee;8000000;112.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.932893
Half Baked;8000000;82.0;1998.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.894489
New in Town;8000000;97.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.987772
American Psycho;7000000;102.0;2000.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;45.310443
The Good Girl;8000000;93.0;2002.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;9.799177
Bon Cop Bad Cop;8000000;116.0;2006.0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.069095
The Boondock Saints II: All Saints Day;8000000;118.0;2009.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13.517017
Easy A;8000000;92.0;2010.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.395839
Shadow of the Vampire;8000000;92.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5.93923
Prom;8000000;104.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.837067
The Pallbearer;8000000;97.0;1996.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.149469
Woman on Top;8000000;92.0;2000.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.535789
Anomalisa;8000000;90.0;2015.0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;21.024346
Another Year;8000000;129.0;2010.0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7.235794
8 Women;8000000;111.0;2002.0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;8.204829
Showdown in Little Tokyo;8000000;79.0;1991.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8.403859
It's Kind of a Funny Story;8000000;101.0;2010.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13.143045
Made in Dagenham;7200000;113.0;2010.0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6.138802
Prefontaine;8000000;106.0;1997.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;8.717235
Begin Again;8000000;104.0;2013.0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;35.735689
Down in the Valley;8000000;112.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;7.433574
Brooklyn Rules;8000000;99.0;2007.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4.090382
Fido;8000000;91.0;2006.0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;5.244518
Wild Target;8000000;98.0;2010.0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.791954
Pathology;8000000;95.0;2008.0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;9.782433
10th & Wolf;8000000;107.0;2006.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3.942464
Aloft;8000000;112.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6.500835
Akira;8000000;124.0;1988.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;39.338097
The Death and Life of Bobby Z;22000000;97.0;2007.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;12.893219
The Rocket: The Legend of Rocket Richard;8000000;124.0;2005.0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.983484
Mr. Church;8000000;104.0;2016.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7.828459
Swimming Pool;7800000;102.0;2003.0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11.000654
